;TEXT;LABEL;FIRST_PERSON_PLURAL;THIRD_PERSON;SERVICE_IS_RESTRICTED;HT_FIND_KEYWORDS;SERVICE_PLACE
475;our pics are 100% real, what you see is what you get!! location: near central park & metrotown accepting paypal payment   una 19yo, 164cm, 102lb, 32c real 19yo korean cutie, angel face, slim figure, new and inexperienced (not suitable if you looking for seasoned) $220 hh / $260 / $300 fh 12pm ~ 12am * extra: 2nd shot +$80   jini 20yo, 164cm, 106lb, 34c korean model first time here in canada, pretty face, hot figure offering professional nuru service $220 hh / $240 / $280 fh 12pm ~ 8pm * extra: c1m +$40, rim +40, 2nd shot +$80 * nuru massage +80     duo out-call available & overnight stay welcome please call: (778) 201~0804 (male operator) view more independent gals @ foxy604.net no black gents    ❀ 新到兼职妹子！ 年轻，热情，服务好！ 保证全部真人照片  欢迎来电或短信息中文：778~201~0804 比情人还热情乖巧 100%真人照片，女友体验，让您回味无穷 *♡♡  高级私人地方，私密安全，高雅干净，泊车方便。 靠近metrotown天车站，交通、停车方便~~;1.0;1;0;1;1;-1.0
476;our pics are 100% real, what you see is what you get!! location: near central park & metrotown accepting paypal payment   lisa 20yo, 162cm, 95lb, natural 34d korean beauty, super fit body 100% real selfie, natural 34d hot figure $220 hh / $240 / $280 fh 12pm ~ 10pm * extra: c1m +$40, 2nd shot +$80 ** $480 90 mins 2 full shots   venus 19yo, 157cm, 89lb, 32c korean young cutie, angel face 100% real selfie, petite spinner figure $220 hh / $240 / $280 fh 12pm ~ 10pm * extra: 2nd shot +$80 ** $480 90 mins 2 full shots   duo available lisa + venus   please call: (778) 201~0804 (male operator) view more independent gals @ foxy604.net no black gents    ❀ 新到兼职妹子！ 年轻，热情，服务好！ 保证全部真人照片  欢迎来电或短信息中文：778~201~0804 比情人还热情乖巧 100%真人照片，女友体验，让您回味无穷 *♡♡  高级私人地方，私密安全，高雅干净，泊车方便。 靠近metrotown天车站，交通、停车方便~~;1.0;1;0;1;0;-1.0
477;juicy bootyi’m everybody’s dream girl5’3,34dd,137lbslet me ease your stress away i’m extremely talented and built for pleasurerespectful gentleman welcomeluscious lips & long blonde hair i’m sweet & charmingprices are non negotiable call or text becky 7097030849;0.0;0;0;0;0;-1.0
478;i offer upscale services to respectful gentlemen.  im always freshly showered and dressed to impress. my appointments are non rushed and i take pride in the services i offer. my smooth skin and bubbly outgoing    i am safe play only! please do not ask. d&d free, no party favours!!  incalls/outcalls/duos/couples     time wasters and disrepectful clients will be blocked. rates are 100% non negotiable!   text me: 778-400-9885;0.0;0;0;0;0;0.0
479;"let me show you a truly amazing experience.   my sweet and bubbly personality will have you coming back for more. all natural body, tan skin and long blond hair. i offer a truly upscale experience. you will not be dissapointed. i take pride in my appearance and am always freshly showered and looking my best. i offer safe play services only. do not ask for otherwise.  d&d free and i do not supply party favours. incalls/outcalls/duos/couples   my hours are tues - thurs; 2pm - 10pm friday & saturday; 4pm - 12am i will not respond to messages outside of these hours. i also do not respond to messages sent over 2 hours ago for privacy reasons, unless stated otherwise in the message!  text me at 778-402-0142";0.0;0;0;0;0;0.0
480;welcome gents luxury zen mens services-quality massages with epic finish  certified upscale spa studio fully equipped with your own private jacuzzi come relax and escape the mundane sensual touch lingam - edging relaxation -fetishes -massage  manscaping & sexy holistic healing bodycare indulge in the finest caliber of pampering with a blue eyed sexy blonde goddess rates all inclusive  30 mins $200 45 mins $250 60 mins $300 90 mins $400 click link well reviewed--->> 120 mins$500 relax and unwind in the bliss of my hot oil & aromatherapy warm magical touch gliding & teasing you all over feel a sigh of de-stress euphoria come all over you connecting with me is a decision you won't regret & an experience i won't let you forget come explodeinside mywonderland text/call 250 864 7477 please introduce yourself name age location what service/session-when-how long? please be respectful & tasteful discreet upscale perfect location look forward to connecting ©️menszenden™;0.0;0;0;0;0;-1.0
481;welcome gents  zen mens services quality massages with epic finish  relaxrejuvenaterebalancerefresh specializing in you feeling good sensual touch lingam-edging-prostate-fetishes-manscaping spoil yourself you deserve it!  fully equipped with your own private hot tub  rates all inclusive    click link-well reviewed--->>> 30 mins $200 45 mins $250 60 mins $300 90 mins $400 120 mins $500 come indulge in the highest caliber of pampering with a blue eyed angel i'm a decision you won't regret & an experience i won't let you forget talented skills come explode inside my  wonderland  text/call 250 864 7477 please introduce yourself name age location  what service /session-when-length please be respectful & tasteful  face pic & partial deposit is mandatory- my way to verify you private discreet upscale perfect location look forward to connecting ©️mens zen den™️;0.0;0;0;0;0;-1.0
482;welcome gents luxury zen mens services-quality massages with epic finish  certified upscale spa studio fully equipped with your own private jacuzzi come relax and escape the mundane sensual touch lingam-edging relaxation-fetishes-massage manscaping & sexy holistic healing bodycare indulge in the finest caliber of pampering with a blue eyed sexy blonde goddess rates 30 mins $200 45 mins $250 click link-well reviewed---->>> 60 mins $300 90 mins $400 120 mins$500 relax and unwind in the bliss of my hot oil & aromatherapy warm magical touch gliding & teasing you all over. feel a sigh of euphoria de-stress come all over you connecting with me is a decision you won't regret & an experience i won't let you forget  come explodeinside mywonderland text/call 250 864 7477 please introduce yourself name age location what service/session-when-how long? please be respectful &tasteful  discreet upscale perfect location look forward to connecting ©️mens zen den™️;0.0;0;0;0;0;-1.0
483;I am your perfect ebony playmate!long brown hair, 38 g boobs, slim waist & an amazing round booty!i have amazing hidden talents. big juicy lipsour time together will be sensual, passionate & never ever rushed! i'm sure to satisfy your naughty cravings...Fully independant & LicensedNo*lcb202100354in medicine hat from june 17th-???? 21t?brooks pre booking6$9, pegging with toys, gre~ek rim~ming performed on me, golden & brown shower i am very openoutcalls in medicine hat welcomed with a depositetransfer accepted fs, light massage, daty, dato msog(with the hour) pegging with toys i prioritize longer booking. overnights welcomed call me lets make some plans! 587-336-0347visit lexusrichie.comfollow twitter @lexusrichievisit onlyfans.com/lexusrichie;1.0;0;0;0;0;-1.0
484;gentlemen, it's lexus richie currently in southwest edmonton  28yrs old 5'5, thick and healthy  long brown hair soft chocolate skin natural 38g call lexus 5873360347  free onlyfans page http://onlylexus.com quickies available  rates start at $200 online skype session  hh/multiple hrs overnights  etransfer, credit & debit  corona virus protocol disinfecting all surface & new linens after each session. no black men  no text apps golden/brown shower, facesitting, spankings, (prostate massage toys for boys), couples, fetish assworship and more. i travel to trucks & acreages  i will travel to- leduc, nisku, millet, sherwood park, vergraville, fort saskatchewan, stony plain, rocky mountain house, hardisty, spruce grove, westlock, acheson, st.albert, camrose, drayton valley, edson, ponoka;1.0;0;0;1;0;-1.0
485;We have over 30 exotic dancers for parties and eventsedmonton 403 917 0197 ...... exotic dancers.... calgary 587 401 3820 ...night clubs.. banff/ canmore call 587 401 3820 .....vancouver .778 770 0527. ..after partieswhistler ..778 770 0527......limo partiesangel eyez websitesalbertastrippersangeleyez.comedmontonbachelorparties.comangeleyezstripclub.combritishcolumbiastrippersangeleyez.comvancouverstagparties.comkelownabachelorparties.comwhistlerstagparties.comvancouver 778 770 0527.whistler 778 770 0527.kamloops 778 770 0527.kelowna 778 770 0527.vernon 778 770 0527.whistler 778 770 0527.sicamous 778 770 0527.sun peaks 778 770 0527.salmon arm 778 770 0527.fernie 778 770 0527.calgary 587 401 3820canmore 587 401 3820banff 587 401 3820 edmonton 587 401 3820 jasper 587 401 3820give us a call or book your party online one of the girls will call you shortlythanks;0.0;1;0;0;0;-1.0
486;albertastrippersangeleyez.com angeleyezstripclub.com banff strippers 587 401 3820 canmore strippers calgary strippers edmonton strippers bachelor parties limo partiesedmonton strippers 403 917 0197 edmonton bachelor parties boys night parties fernie strippers golden bc strippers. we have the best rates for 2-3 hr shows angel eyez websites angeleyezstripclub.com albertastrippersangeleyez.com edmontonbachelorparties.com britishcolumbiastrippersangeleyez.com vancouverstagparties.com kelownabachelorparties.com whistlerstagparties.com saskatchewanstrippersangeleyez.com canmore 587 401-3820 banff 587 401-3820 vancouver 604 635-1830 kamloops 778 770-0527 kelowna 778 770- 0527 vernon 778 770 0527 whistler 778 770-0527 fernie 778 770- 0527 calgary 587 401 3820 edmonton 403 917 0197 toll free 1 800 538-6740 book your party online albertastrippersangeleyez.com & one of the girls will call you shortly;0.0;0;0;0;0;-1.0
487;Hi handsome,i am both classy and down-to-earth with unique warmth and passion that will leave you wishing to see me again and again!i am well reviewed, pictures are all real & verified.. for additional pictures/ videos & updates follow me on twitter: jaime_jewels403 only fans: https://onlyfans.com/jaime_jewels403come enjoy a sensual escape with a hot oil body to body relaxation, nuru style massage & tantilizing ending. duos available. fetish friendly. located downtown at a private incall. also offering outcalls to calgary & surround areas (airdrie, cochrane, okotoks, canmore, banff, etc) travel fee & deposit required. (587) 578-5093please introduce yourself (name, age, ethnicity, date/time/duration of desired appointment look forward to hearing from you!jaime xo.;1.0;0;0;0;0;0.0
488;Available june 21-27 in kelownai provide an experience like no other.you'll love my sexy body with killer curves & silky soft skin.i'm the total package and even more beautiful in person. canadian blonde barbie fit & curvy body sweet personality the best upscale service independent providerduos available fetish freindly party friendlycentrally located in calls and outcalls to kelona and surrounding areas (west kelowna, peach land, vernon) loading... jaime_jewels403 jaimejewelsonly fans: click to view.com;1.0;0;0;0;0;0.0
489;Older gents come get spoiled..!!(40+)naughty massage special!st available for erotic hot oil rub & more...!!shower / jacuzzi available $100 per half hourwarm & friendly, kiera ultra clean incall disinfected regularly for our safety.!403-815-3261 ** i am a known & trusted service provider with an established clientele **;0.0;1;0;0;0;1.0
490;Older gents come get spoiled..!! (40+)sexy & friendly therapist available for erotic massage & more...!!$100 per half hourwarm & friendly, kiera ultra clean incall disinfected regularly for our safety.!403-815-3261( i am vaccinated, hopefully you are too )** i am a known & trusted service provider with an established clientele **;0.0;1;0;0;0;1.0
491;Older gents come get spoiled..!!(40+)naughty massage special!st available for erotic hot oil rub & more...!!shower / jacuzzi available $100 per half hourwarm & friendly, kieraultra clean incall disinfected regularly for our safety.!403-815-3261 ( i am vaccinated, hopefully you are too ) ** i am a known & trusted service provider with an established clientele **;0.0;1;0;0;0;1.0
492;"My name is angeli am a beautiful & busty korean supermodel with amazing measurements of 34d,24, 34. i am young, 5'4""and weight 105lbs.my ad isnt verified but im real what you see is what you get playful & responsive incallno rush no drama 160/hh 200/45min 240/hr403-671-9237";0.0;0;0;0;0;-1.0
493;"My name is lisai am a beautiful & tall supermodel with amazing measurements of 34c(natural),24, 34. i am young, 5'7""and weight 105lbs.my ad isnt verified but im real what you see is what you get playful & responsive incallno rush no drama 403-671-9237";0.0;0;0;0;0;-1.0
494;Fully independent - short and petite real pictures verified - see list crawler and (search - 0402 or riley963) for reviews, menu and restrictionstext to book now!*****no drama******hosting at private residents **text only** 587-572-0402rates are not negotiatable!!specials are back....donations are as follows: 250 - hr 200 - 45 mins 160 - hhr 120 - sns*****availability *****temporarily available 7 days a week. up to 8 pm or limit reached.......only human!! *****text for restrictions & other services*****must have good hygiene & clean!sorry, not a party girl!!i do not send pics! discretion is a must! location: nw calgary olympic park area;1.0;0;0;0;0;-1.0
495;touring  back in kamloops april 27 - 30th  taking-pre -bookings now!  fully independent - short and petite  ***true gfe experience!!!***  well reviewed caf member  real pictures verified - see list crawler and caf  for reviews, menu and restrictions text to book now! *****no drama***   **text only** 587-572-0402 rates are not negotiatable!! donations are as follows:  300 - hr  250 - 45 mins   200 - hhr   *****text for restrictions & other services***** must have good hygiene & clean! sorry, not a party girl!! i do not send pics! discretion is a must!  location:   hotel....coast kamloops conference & hotel;1.0;0;0;0;0;-1.0
496;Covid 19 free super super clean incall location back june 8hi guys my name is london i have an amazing bubbly personality & love to accommodate i'm kind,patient,touchable,kissable & lickable come show me a thing or 2 or & ill show u an amazing time that u would definitely come back for more i'm at my sexual peek i squirtlol & i'm a great lover im here to learn to give u the best lovin nice & slowincalls only south sidelook in the pics for my menu/rates & reviews cash only$160hour extra tip for p$ g kr ! mjob duos wit sapphire mature ,blonde, irish/british 41yrs 5'8,168lbs,38dd 32 44 nice booty, hazel eyes, soft skinsuper thick curves u will love to explore i'm great for the mature man 100% real pics always showered & sexy 4 ur arrival!!london780-707-2058phone calls booking get priorityi don't book through text i dont send picsno black menno bargain huntersno app numbersno 15/30mins no outcalls;0.0;0;0;1;0;1.0
497;no text app numbers they will go unanswered   no texing calls only  covid 19 free super super clean incall location hi guys i’m new my name is eshma i’m a sexy cutie with a great outgoing attitude i’m here to take u on an amazing trip allow me to pamper u with my limitless open minded skills & talents or show u me what u like & let the magic happen come be greeted with my beautiful smile treat yourself to the closest thing to perfection incalls only on the south side look in the pics for my menu & rates cash only $160hour extra tip for bl$ r!m u 27yrs, cute trinidadian/east indian mix 5’6 110lbs, 34c 24 36, nice booty,brown hair & eyes,soft  skin,curves u will love to explore 100% real pics i'm great for the mature man always showered & sexy for ur arrival eshma 780-707-2058 phone calls booking get priority  no texting call please i dont send pics no black men no bargin hunters no app numbers no 15/30mins;0.0;0;0;1;0;1.0
498;covid 19 free clean incall location im fully vaxxed  im available sundays only  im so worth the wait  hi guys  my name is peaches  i’m new 2 the business & i definitely know how 2 treat a man like a king  come show me a thing or 2 & i’ll show u an amazing time that u would definitely come back for more  i’m here to learn to give u the best lovin starts nice & slow with a massage  i'm kissable,touchable & lickable incalls only south side look in the pics for my menu,rates & reviews cash only $160hour extra tip for  fetishesrim u 24yrs tasty sweet caribbean, 5'4,130lbs, perky 34c 26 38 nice booty, black hair, brown eyes, soft chocolate skin, slim fit toned curves u will love to explore i'm great for the mature man  100% real pics always showered  & sexy for ur arrival!! peaches 780-707-2058 phone calls booking get priority no textin call please  i dont send pics no black men no bargain hunters no app numbers no 15/30mins  no outcalls;0.0;0;0;1;0;1.0
499;My rates: 150 h.h & 250/ hour (no negotiation or i will blocked instantly)im very excited to reconnect with old friends and make new ones.https://sabrinacompanion.comtext only: 5.87 9.90 12..44;0.0;0;0;0;0;-1.0
500;earlier morning till late night my rates: 150 h.h & 250/ hour (no negotiation or i will blocked instantly) im very excited to reconnect with old friends and make new ones. https://sabrinacompanion.com text only: 5.87 9.90 12..44;0.0;0;0;0;0;-1.0
501;Come see what they are talking about! best in the area!!!! call 780-430-0962 or text 780-231-5888 today!hi, gentleman sexy and busty asian hottie and available now.we offer all types of great massage service with free jacuzzi and much more.we believe in the healing powers of touch, smile and ... you will enjoy the most relaxing and unforgettable experience in your life.open 7:00am-11:00pm dailylic# 301404998-001walk-ins welcome!!atm availblecredits accepted5932-104st ( right on calgary trail)(t6h 2k3);0.0;0;0;0;0;-1.0
502;*welcome to the best asian massage in edmonton*  one visit and you will come back again and again and again! japanese, korean, chinese, thai girls to choose from we provide a wide range of services, we make sure you leave happy we offer many many services: happy massage, body on body massage, oil full body massage , and more more more ........ call 780-989-2055 or text at 780-231-5888 today! *_* *_* *_* *_* *_* *_* private room with available!!!! walk-ins welcome!! atm availble credits accepted open 7 days a week: 7am - 11pm 3372 parsons rd (99 st)(t6n 1b5) lic# 124559758-001;0.0;0;0;0;0;-1.0
503;Baddest bbw****incall/outcall***??? ???? ? ???g??y g??l! come be treated like royalty! amazing personality , even better bodyyoull love my thick body and big booty. i'm ready and eager to please your needs.im 5''7. green eyes and red curly hair t?i?k ??? j?i?? stop wasting money & time and come experience the real thing. text me babe 437-788-4613subscribe to my onlyfans for content fetish friendlyparty friendlymulti hours over nights specials lingeriedom/bdsmtoys availableno car calls no extra pics / no lowballers / no explicit talk must have good hygieneadd my snapchat! kstarr937instagram! katiebabyxoxxtwitter! itskatiebbw!outcalls available will ask for conformation of address with a picture low ballers will be blocked outcalls all over the gta including orangeville, bolton,caledon,shelburne,collingwood,blue mountain;1.0;0;0;0;0;0.0
504;****only fans**??? ???? ? ???g??y g??l!come be treated like royalty! amazing personality , even better bodyyoull love my thick body and big booty. i'm ready and eager to please your needs.im 5''7. green eyes and red curly hair t?i?k ??? j?i??stop wasting money & time and come experience the real thing.text me babes! 437-788-4613fetish friendlylingeriedom/bdsmtoys available no extra pics / no lowballers / no explicit talkadd my snapchat! kstarr937 instagram! katie_304.xxskype facetimesnapchatinstagrampersonal pics and videos for sale;1.0;0;0;0;0;-1.0
505;Melaninoutcall only let's be discreet. 780 742 7500- outcalls only780 742 7500discretion on ( both ) parties. all pics are mine;0.0;0;0;0;0;0.0
506;780 742 7500let's (both) be discreet. 780 742 7500780 742 7500discretion;0.0;0;0;0;0;-1.0
507;Melaninoutcall only loading... discretion ( on both sides )out calls onlylet's be discreetout call only !all pics are real.;0.0;0;0;0;0;0.0
508;403-922-9556 let me make your day :) pamper you in all the right ways :) i am verylaid back, very interested in making sure the experience is great forboth of us. i enjoy my job very much so that does not make it workfor me. that being said i ask for polite gentlemen that will treat mewith the same respect i treat you with. let relax and enjoy mutualpleasure :) love to play and feeling. i will party with select people andresponsibility. no going over board. all fun no drama really frisky right nowlets make each other's night403-922-9556call or text150hh250 h300 1.5h450 2h650 3h+20 outcalls+50 for gr33k on 1 hour appointments or morei never fully play without cover, i will not do it for any amout of money please dont ask;0.0;1;0;0;0;-1.0
509;I was hacked somehow someone was able to remove my phone number and replace it with a gmail acount the gmail address is not meet me make your day :) pamper you in all the right ways :) i am verylaid back, very interested in making sure the experience is great forboth of us. i enjoy my job very much soy that does not make it workfor me. that being said i ask for polite gentlemen that will treat mewith the same respect i treat you with. let relax and enjoy mutualpleasure :)lexi love403-922-9556call or textxlexilovex.ca150hh250 h300 1.5450 2650 3+20 outcalls+50 for gr33k on 1 hour appointments or morei never fully play without cover, i will not do it for any amout of money please dont ask;0.0;1;0;0;0;-1.0
510;If you are looking for a 20 year old stick insect, then i am not for you. if however what you are looking for is a rubenesque figure and a warm personality, then what are you waiting for! (604)825-4232i am a mature, blue eyed blonde escort, with a sexy, curvy figure and a full, natural 36dd bosom. i offer a g f and im also available for dinner dates and social events, followed by fun time.$300hr c1al1$ available, extra $100;1.0;0;0;0;0;-1.0
511;I am a confident, fun-loving, mature, curvy bbw (size 14)downtown incall available $300hr in gp (offering hourly rate minimum till pandemic is over)outcalls to camps etransfer transport fee upfront plus $400 minimum upon arrivalsafe services only, pls respect hygienebrigitte (loading...do not text/call from app'si've left peace river, do not just ask me to go there, you can't fool me twice. to book a repeat trip i need pre-paid bookings.;1.0;0;0;0;0;1.0
512;I am a confident, fun-loving, mature, curvy bbw (size 14)downtown incall available $300hr (offering hourly rate minimum till pandemic is over)safe services only, pls respect hygiene brigitte (604)825-4232 do not text/call from app's;1.0;0;0;0;0;1.0
513;Text me whenever good for you .im here ready to pleasebe a king & reward yourselfhello guys, my name is jessica ,weight 107 lbs size. 34dd height 158 cm100%real pic .or freeno rush. no gameim the real girl, i try to do my best .if you're looking for an enticing and relaxing experience. i'm your girl. cute and lots of fun. i will be in the area for the next couple of days , so don't miss out. you won't regret it! i never rush my boys, also i do very good massages.e.e m.e t.o.n.i.g.h.ti have a sexy body and great tonguei'll make you feel special24 hr in and out , text me whenever you feeling lonely ,( downtown new condo , clean and private.free visit park available)im here waiting for you;0.0;0;0;0;0;-1.0
514;(3oh6) 91for 7triple3* i dont accept calls from unknown/blocked no# *if i dont respond to a text fast plz call. if u do not have privacy to talk plz hang up on me. that will tell me 2 go&look for your text&we can chat text i dont always look at my phone messages but i will hear the phone ring.incall&outcall available in dc outcall requires a small deposit b4 i leave the driveway.itz non~negotiablewho makes your heart race &skip a beatwho makesyour legz shake&body vibratewho makes your toes v z v&takes your breath away i dowho makes my heart race &skip a beatwho makes my legsshake&body vibratewho makes my toes curl& you cani'm laying in bed all alone plæying w/my toy.there iz something so wrong w/ that picture.guess what's misdin from that pictureitz missin u kum help me plæw/my toy ! izabella well reviewed ~ vip authentic recent photosif you read all the way to the end plz mention$ i'll offer a small discount.;1.0;0;0;0;0;0.0
515;This ad has changed somewhat as i was not able to secure a driver in time that i left someone really pissy at me lolso well i have a broken car and a couple license issues going on i'm looking for a casual driver in moments like this ~ like last night. this driver would be compensated very fairlyfrom what i have been informed drivers make 20 or $25 an hour if it is in the same town it's $20 an hour and if it's out of town it's $25 an hour which also includes every hour if you had to sit and wait 1 2 or 3 hours for me to do my call you would be paid for those hours and possibly compensated and other areas but let's make this clear that i'm not talking about f******* with me it's a completely different topic i'm sure you can figure it outi need a driver asap..to chetwynd and return. i will be there for 1 or 2 hours max.. you will be compensated 25.00 per hour. with some payment upfront ... plz call me @ (306) 914 ~ 7333;1.0;0;0;0;1;-1.0
516;(3oh6)9one4 7triple3well reviewed * i dont answer unknown private numbers *if i don't respond 2 atext within a few minz plz call if u dont call plz dont complain it was 2hrs 2reach meincall~dawson creek outcall only if my taxi is covered 2&from outcall local b4 i leave the driveway.this iz not~negotiable who makes your heart race &skip a beatwho makesyour legz shake&body vibratewho makes your toes curl &takes your breath away i dowho makes my heart race &skip a beat who makes my legs shake & body vibratewho makes my toes curl &takes my breath away you cani'm laying in bed all alone plæying w/ my toy. there iz something so very wrong w/ that picture.can you guess what's wrong with that pictureitzz missing you k u m help me plæ w/ my toy ! izabella aka izzywell reviewed ~ vip authentic recent photosif you read all the way to the end plz mention and i'll offer a small discount.;1.0;0;0;0;0;0.0
517;Hi guys i'm back for a few visits. i've been keeping busy with my other business and made some time to visit your city*see my twitter and snapchat k eissyhennessey*terrace: 19-20-21*rupert 22-23*smithers 24-25*prince george 26might extend or ad stops if enough requests400/hr gf 260/hh550/hr grk 350/hhsee photos for detailed menu**text only at 438-898- 5683 including name age city date time etc for a reply**i do not book texting applications, real registered numbers only;1.0;0;0;0;0;-1.0
518;Hi guys i'm back for a few visits. i've been keeping busy with my other business and made some time to visit your city***see my twitter and snapchat for updated schedule and selfies**terrace: 19-21**rupert 22-23**smithers 24-25**pg 26 maybe 27**fsj 28-29**dawson creek: 30 maybe longer**peace river: 1-3**grande prairie 4-9*400/hr gf 260/hh550/hr grk 350/hhsee photos for detailed menu***text only at 438-898-love including name age city date time etc for a reply***i do not book texting applications, real registered numbers only;1.0;0;0;0;0;-1.0
519;Hi guys i'm back for a few visits. i've been keeping busy with my other business and made some time to visit your city*see my twitter and snapchat k eissyhennessey**rupert 22-23*smithers 24-25*prince george 26 maybe 27*might extend or ad stops if enough requests*400/hr gf 260/hh550/hr grk 350/hhsee photos for detailed menu**text only at 438-898- 5683 including name age city date time etc for a reply**i do not book texting applications, real registered numbers only;1.0;0;0;0;0;-1.0
520;Hi guys im elizabeth i am very fun, extremely friendly, and i love to laugh and to take care of others. i am a people person and a social butterfly. a few things i love are travelling to new places, shopping, chocolates and massages 100% real & recent pics dont be tricked by fake girls and bad servicei make any situation a fun one. you will love my deep eyes, firm juicy melons , sociable and bubbly personality. im the whole package ! natural and beautiful !i make sure i leave my clients happy.let me be your new addiction !!! text me babe loading...call/text click to view-2047please be respectful of my time as i will always respect yours...;0.0;0;0;0;0;-1.0
521;Hi guys im elizabeth i am very fun, extremely friendly, and i love to laugh and to take care of others. i am a people person and a social butterfly. a few things i love are travelling to new places, shopping, chocolates and massages 100% real & recent pics dont be tricked by fake girls and bad servicei make any situation a fun one. you will love my deep eyes, firm juicy melons , sociable and bubbly personality. im the whole package ! natural and beautiful !i make sure i leave my clients happy.let me be your new addiction !!! text me babe 3437002047call/text 3437002047please be respectful of my time as i will always respect yours...;0.0;0;0;0;0;-1.0
522;5 star experience i leave all guests with unforgettable sessionsi wanna give you what you deserveelite companion with unreal skillsreal, reviewed on prb&caf escort rates 220 hh300 h minimum hour for city limits for outcall600 2 hour minimum for out of city for outcall160 hh hot oil massage happy hands (additional rates are available upon request) do not inquire unless you're ready to book asap please include name handle and age for response 17787702988shauna extras greek experience, companion experience, fetish, pegging dom service the skills are endless;0.0;0;0;0;0;-1.0
523;"Hello gentlemen, my name is shauna! i'm a beautiful curvy companion mixed with asian and black decent. i am recently reviewed and verified so you can be confident you've come to the right one. i love what i do and i offer many different specialties! im independent, i travel, and i drive myself! please text @ 778_770_2988 i travel out of gp for feeor follow me on twitter @shaunabdn1do not make inquiries unless you're ready to book asapwhen booking please include name, age & review handle.escort rates220300 h minimum hour for city limits for outcall600 2 hour minimum for out of city for outcall160 hh hot oil massage(additional rates are available upon request)love shauna greek experience, hot oil, deèpthröãt, companion experience for extra fetish, pegging the skills are endlesshope to hear from you soon tags ; whitecourt, edson, fox creek, high prairie i travel $$";0.0;0;0;0;0;-1.0
524;Beautiful brunette doll face perfect for booty lovers!you never hade the best til you hade me!satisfaction guarantee!in/out real sister duo !! neena and jessydom/sub fetish's session ask me about it**no gfe**tex or cal 5142583744 jessy;1.0;0;0;0;0;-1.0
525;Beautiful brunette doll face perfect for booty loversyou never hade the best till you hade me very open minded caution highly addictive just love cum shots dom/sub fetish's....ask me about it party girl **safe play**real sister duo !! neena n jessy;1.0;0;0;0;0;-1.0
526;what’s your wildest or darkest fantasy no restriction custom videos or simple sexy fun. whatever you want the sky is the limit. soft to hardcore i have no limitations to what i can do to meet your expectations!ill be your mistress ill be your slave .let me be your dirty little secret hot sexy pics, nude videos, sexting and more custom videos of all kinds( might require deposit )strip show,food porn,anal,squirting,role play,submission,domination ,fetish’s my wet aroma panties or stoking delivered right to your door text me jessy  new hot pics coming soon;1.0;0;0;0;0;-1.0
527;"Hello gentleman's!my name is kelly white, a lovely french canadian lady pretty face, blue eyes & a nice smilemy body is natural; i have soft skin, natural curves, long wavy hair and a bubbly butt i have a twitter account with more pictures, i have verified pictures and some reviews online. i don't send more pictures. i love sensual experiences, i never rush a session! i like to have a good time and making you happy is my goal! i'm open mind but i expect you to respect my rules. visit my twitter account: xkellywhite txt me: (418) 805-3849 email: kelly.white2020@outlook.com txt for details; no phone call appointments by booking; no walk-in incall in a discreet location outcall possible with a deposit";1.0;0;0;0;0;0.0
528;Hi my name is kelly white i am a beautiful woman, 100% real. i love to make you feel good and comfortable. curvy, light skin and i have long curly light brown hair ..... blue eyes and a big smile! i'm always happy to see you no rush, excellent service & i have a great personality independant fresh and clean sweet and natural woman all natural i offer extra servicestxt me for details twitter and instagram account: xkellywhite txt: 418-805-3849 incalls in a discreet placeoutcalls possible with a deposit;1.0;0;0;0;0;1.0
529;"hi my name is kelly   ill be in richmond and then in downtown vancouver for a few days!   i am 100% real...always fresh and clean; no rush & excellent service! i have a great personality, a big smile and i'm happy to receive you!   i am independant and i love what i do  curvy, sexy and i like s*x  come receive the experience you've been searching for! i promise you will have a wonderful experience with a wonderful woman! i will make you feel as my king   sweet and natural woman   light skin, light brown hair, blue eyes; bubult butt, cute boobs; all natural    in & out   you can contact me by email: kelly.white2020@outlook.com  twitter & instagram: xkellywhite  text only, no phone call: 418-805-3849   stop searching and text me  i promise it will be the best intimate service";1.0;0;0;0;1;-1.0
530;Yes that's 100 % me red hottt let's kinki nauti boys Top of the ?ine Busty!internationaldiamond i am your new sexy pin up girl catering to every inch of your nauti mind & body. i am your perfect sassy classy curvy queen kgblonde bombshell!! accepting new clientele! first timers welcome!i specialize in seductiveness with fetishes, kink, bdsm bodycare etc..with my many talents i will captivate you too!play space -toys, gadgets, outifits, lots of goodies my extensive training combined with feminine eminence i will peel away your shell & the layers to your deepest secrets. i will effortlessly entice you with my bewitching curves, stunning features, seductive goddesss energy/presence for an erotic aphrodisiac high vibrational encounter im a decision you won't regret & an experience i wont let you forget view rates - xxx visuals - fetishes -bodycare sessionsmistresskg.comtext loading...email click to view@gmail.com;1.0;0;1;0;0;-1.0
